,Log,CleanLog,Cluster,Template,Variables,EventId
52214,"Notification: 2 (n.leader), 0x0 (n.zxid), 0x1 (n.round), FOLLOWING (n.state), 1 (n.sid), 0x0 (n.peerEPoch), LOOKING (my state)",Notification n leader n zxid n round FOLLOWING n state n sid n peerEPoch LOOKING my state,15,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), FOLLOWING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)","['2', '0x0', '0x1', '1', '0x0']",E4
52215,Cannot open channel to 2 at election address /10.10.34.12:3888,Cannot open channel to at election address,16,Cannot open channel to <*> at election address /<*>.<*>.<*>.<*>:<*>,"['2', '10', '10', '34', '12', '3888']",E24
52216,"Notification: 3 (n.leader), 0x0 (n.zxid), 0x1 (n.round), LOOKING (n.state), 3 (n.sid), 0x0 (n.peerEPoch), LOOKING (my state)",Notification n leader n zxid n round LOOKING n state n sid n peerEPoch LOOKING my state,15,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LOOKING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)","['3', '0x0', '0x1', '3', '0x0']",E4
52217,"Notification: 2 (n.leader), 0x0 (n.zxid), 0x1 (n.round), FOLLOWING (n.state), 1 (n.sid), 0x0 (n.peerEPoch), LOOKING (my state)",Notification n leader n zxid n round FOLLOWING n state n sid n peerEPoch LOOKING my state,15,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), FOLLOWING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)","['2', '0x0', '0x1', '1', '0x0']",E4
52218,Cannot open channel to 2 at election address /10.10.34.12:3888,Cannot open channel to at election address,16,Cannot open channel to <*> at election address /<*>.<*>.<*>.<*>:<*>,"['2', '10', '10', '34', '12', '3888']",E24
52219,"Notification: 3 (n.leader), 0x0 (n.zxid), 0x1 (n.round), LOOKING (n.state), 3 (n.sid), 0x0 (n.peerEPoch), LOOKING (my state)",Notification n leader n zxid n round LOOKING n state n sid n peerEPoch LOOKING my state,15,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LOOKING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)","['3', '0x0', '0x1', '3', '0x0']",E4
52220,"Notification: 2 (n.leader), 0x0 (n.zxid), 0x1 (n.round), FOLLOWING (n.state), 1 (n.sid), 0x0 (n.peerEPoch), LOOKING (my state)",Notification n leader n zxid n round FOLLOWING n state n sid n peerEPoch LOOKING my state,15,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), FOLLOWING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)","['2', '0x0', '0x1', '1', '0x0']",E4
52221,Cannot open channel to 2 at election address /10.10.34.12:3888,Cannot open channel to at election address,16,Cannot open channel to <*> at election address /<*>.<*>.<*>.<*>:<*>,"['2', '10', '10', '34', '12', '3888']",E24
52222,"Notification: 3 (n.leader), 0x0 (n.zxid), 0x1 (n.round), LOOKING (n.state), 3 (n.sid), 0x0 (n.peerEPoch), LOOKING (my state)",Notification n leader n zxid n round LOOKING n state n sid n peerEPoch LOOKING my state,15,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LOOKING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)","['3', '0x0', '0x1', '3', '0x0']",E4
52223,Notification time out: 12800,Notification time out,17,Notification time out: <*>,['12800'],E67
52224,"Notification: 2 (n.leader), 0x0 (n.zxid), 0x1 (n.round), FOLLOWING (n.state), 1 (n.sid), 0x0 (n.peerEPoch), LOOKING (my state)",Notification n leader n zxid n round FOLLOWING n state n sid n peerEPoch LOOKING my state,15,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), FOLLOWING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)","['2', '0x0', '0x1', '1', '0x0']",E4
52225,Cannot open channel to 2 at election address /10.10.34.12:3888,Cannot open channel to at election address,16,Cannot open channel to <*> at election address /<*>.<*>.<*>.<*>:<*>,"['2', '10', '10', '34', '12', '3888']",E24
52226,"Notification: 3 (n.leader), 0x0 (n.zxid), 0x1 (n.round), LOOKING (n.state), 3 (n.sid), 0x0 (n.peerEPoch), LOOKING (my state)",Notification n leader n zxid n round LOOKING n state n sid n peerEPoch LOOKING my state,15,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LOOKING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)","['3', '0x0', '0x1', '3', '0x0']",E4
52227,Notification time out: 25600,Notification time out,17,Notification time out: <*>,['25600'],E67
52228,"Notification: 2 (n.leader), 0x0 (n.zxid), 0x1 (n.round), FOLLOWING (n.state), 1 (n.sid), 0x0 (n.peerEPoch), LOOKING (my state)",Notification n leader n zxid n round FOLLOWING n state n sid n peerEPoch LOOKING my state,15,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), FOLLOWING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)","['2', '0x0', '0x1', '1', '0x0']",E4
52229,Cannot open channel to 2 at election address /10.10.34.12:3888,Cannot open channel to at election address,16,Cannot open channel to <*> at election address /<*>.<*>.<*>.<*>:<*>,"['2', '10', '10', '34', '12', '3888']",E24
52230,"Notification: 3 (n.leader), 0x0 (n.zxid), 0x1 (n.round), LOOKING (n.state), 3 (n.sid), 0x0 (n.peerEPoch), LOOKING (my state)",Notification n leader n zxid n round LOOKING n state n sid n peerEPoch LOOKING my state,15,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LOOKING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)","['3', '0x0', '0x1', '3', '0x0']",E4
52231,Notification time out: 51200,Notification time out,17,Notification time out: <*>,['51200'],E67
52232,"Notification: 2 (n.leader), 0x0 (n.zxid), 0x1 (n.round), FOLLOWING (n.state), 1 (n.sid), 0x0 (n.peerEPoch), LOOKING (my state)",Notification n leader n zxid n round FOLLOWING n state n sid n peerEPoch LOOKING my state,15,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), FOLLOWING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)","['2', '0x0', '0x1', '1', '0x0']",E4
52233,Cannot open channel to 2 at election address /10.10.34.12:3888,Cannot open channel to at election address,16,Cannot open channel to <*> at election address /<*>.<*>.<*>.<*>:<*>,"['2', '10', '10', '34', '12', '3888']",E24
52234,"Notification: 3 (n.leader), 0x0 (n.zxid), 0x1 (n.round), LOOKING (n.state), 3 (n.sid), 0x0 (n.peerEPoch), LOOKING (my state)",Notification n leader n zxid n round LOOKING n state n sid n peerEPoch LOOKING my state,15,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LOOKING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)","['3', '0x0', '0x1', '3', '0x0']",E4
52235,Notification time out: 60000,Notification time out,17,Notification time out: <*>,['60000'],E67
52236,"Notification: 2 (n.leader), 0x0 (n.zxid), 0x1 (n.round), FOLLOWING (n.state), 1 (n.sid), 0x0 (n.peerEPoch), LOOKING (my state)",Notification n leader n zxid n round FOLLOWING n state n sid n peerEPoch LOOKING my state,15,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), FOLLOWING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)","['2', '0x0', '0x1', '1', '0x0']",E4
52237,Cannot open channel to 2 at election address /10.10.34.12:3888,Cannot open channel to at election address,16,Cannot open channel to <*> at election address /<*>.<*>.<*>.<*>:<*>,"['2', '10', '10', '34', '12', '3888']",E24
52238,"Notification: 3 (n.leader), 0x0 (n.zxid), 0x1 (n.round), LOOKING (n.state), 3 (n.sid), 0x0 (n.peerEPoch), LOOKING (my state)",Notification n leader n zxid n round LOOKING n state n sid n peerEPoch LOOKING my state,15,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LOOKING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)","['3', '0x0', '0x1', '3', '0x0']",E4
52239,Notification time out: 60000,Notification time out,17,Notification time out: <*>,['60000'],E67
52240,"Notification: 2 (n.leader), 0x0 (n.zxid), 0x1 (n.round), FOLLOWING (n.state), 1 (n.sid), 0x0 (n.peerEPoch), LOOKING (my state)",Notification n leader n zxid n round FOLLOWING n state n sid n peerEPoch LOOKING my state,15,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), FOLLOWING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)","['2', '0x0', '0x1', '1', '0x0']",E4
52241,"Notification: 3 (n.leader), 0x0 (n.zxid), 0x1 (n.round), LOOKING (n.state), 3 (n.sid), 0x0 (n.peerEPoch), LOOKING (my state)",Notification n leader n zxid n round LOOKING n state n sid n peerEPoch LOOKING my state,15,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LOOKING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)","['3', '0x0', '0x1', '3', '0x0']",E4
52242,"Notification: 2 (n.leader), 0x0 (n.zxid), 0x1 (n.round), LOOKING (n.state), 2 (n.sid), 0x0 (n.peerEPoch), LOOKING (my state)",Notification n leader n zxid n round LOOKING n state n sid n peerEPoch LOOKING my state,15,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LOOKING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)","['2', '0x0', '0x1', '2', '0x0']",E4
52243,"Notification: 2 (n.leader), 0x0 (n.zxid), 0x1 (n.round), LEADING (n.state), 2 (n.sid), 0x0 (n.peerEPoch), LOOKING (my state)",Notification n leader n zxid n round LEADING n state n sid n peerEPoch LOOKING my state,15,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LEADING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)","['2', '0x0', '0x1', '2', '0x0']",E4
52244,FOLLOWING,FOLLOWING,19,FOLLOWING,[],E86
52245,TCP NoDelay set to: true,TCP NoDelay set to true,20,TCP NoDelay set to: true,[],E73
52246,"Server environment:zookeeper.version=3.4.5--1, built on 06/10/2013 17:26 GMT",Server environment zookeeper version built on GMT,21,"Server environment:zookeeper.version=<*>.<*>.<*>--<*>, built on <*>/<*>/<*> <*>:<*> GMT","['3', '4', '5', '1', '06', '10', '2013', '17', '26']",E19
52247,Server environment:host.name=node3,Server environment host name,22,Server environment:host.name=<*>,['node3'],E41
52248,Server environment:java.version=1.7.0_79,Server environment java version,23,Server environment:java.version=<*>.<*>.<*>,"['1', '7', '0_79']",E34
52249,Server environment:java.vendor=Oracle Corporation,Server environment java vendor Oracle Corporation,24,Server environment:java.vendor=Oracle Corporation,[],E36
52250,Server environment:java.home=/usr/lib/jvm/java-7-openjdk-amd64/jre,Server environment java home usr lib jvm java openjdk jre,25,Server environment:java.home=/usr/lib/jvm/java-<*>-openjdk-<*>/jre,"['7', 'amd64']",E43
52251,Server environment:java.class.path=/etc/zookeeper/conf:/usr/share/java/jline.jar:/usr/share/java/log4j-1.2.jar:/usr/share/java/xercesImpl.jar:/usr/share/java/xmlParserAPIs.jar:/usr/share/java/netty.jar:/usr/share/java/slf4j-api.jar:/usr/share/java/slf4j-log4j12.jar:/usr/share/java/zookeeper.jar,Server environment java class path etc zookeeper conf usr share java jline jar usr share java jar usr share java xercesImpl jar usr share java xmlParserAPIs jar usr share java netty jar usr share java api jar usr share java jar usr share java zookeeper jar,26,Server environment:java.class.path=/etc/zookeeper/conf:/usr/share/java/jline.jar:/usr/share/java/<*>-<*>.<*>.jar:/usr/share/java/xercesImpl.jar:/usr/share/java/xmlParserAPIs.jar:/usr/share/java/netty.jar:/usr/share/java/<*>-api.jar:/usr/share/java/<*>-<*>.jar:/usr/share/java/zookeeper.jar,"['log4j', '1', '2', 'slf4j', 'slf4j', 'log4j12']",E27
52252,Server environment:java.io.tmpdir=/tmp,Server environment java io tmpdir tmp,27,Server environment:java.io.tmpdir=/tmp,[],E29
52253,Server environment:java.compiler=<NA>,Server environment java compiler NA,28,Server environment:java.compiler=<NA>,[],E30
52254,Server environment:os.name=Linux,Server environment os name Linux,29,Server environment:os.name=Linux,[],E54
52255,Server environment:os.arch=amd64,Server environment os arch,30,Server environment:os.arch=<*>,['amd64'],E53
52256,Server environment:os.version=3.16.0-30-generic,Server environment os version generic,31,Server environment:os.version=<*>.<*>.<*>-<*>-generic,"['3', '16', '0', '30']",E38
52257,Server environment:user.name=zookeeper,Server environment user name zookeeper,32,Server environment:user.name=zookeeper,[],E40
52258,Server environment:user.home=/var/lib/zookeeper,Server environment user home var lib zookeeper,33,Server environment:user.home=/var/lib/zookeeper,[],E42
52259,Server environment:user.dir=/,Server environment user dir,34,Server environment:user.dir=/,[],E49
52260,Created server with tickTime 2000 minSessionTimeout 4000 maxSessionTimeout 40000 datadir /var/lib/zookeeper/version-2 snapdir /var/lib/zookeeper/version-2,Created server with tickTime minSessionTimeout maxSessionTimeout datadir var lib zookeeper version snapdir var lib zookeeper version,35,Created server with tickTime <*> minSessionTimeout <*> maxSessionTimeout <*> datadir /var/lib/zookeeper/version-<*> snapdir /var/lib/zookeeper/version-<*>,"['2000', '4000', '40000', '2', '2']",E9
52261,FOLLOWING - LEADER ELECTION TOOK - 206139,FOLLOWING LEADER ELECTION TOOK,36,FOLLOWING - LEADER ELECTION TOOK - <*>,['206139'],E39
52262,Getting a snapshot from leader,Getting a snapshot from leader,83,Getting a snapshot from leader,[],E51
52263,Snapshotting: 0x100000000 to /var/lib/zookeeper/version-2/snapshot.100000000,Snapshotting to var lib zookeeper version snapshot,38,Snapshotting: <*> to /var/lib/zookeeper/version-<*>/snapshot.<*>,"['0x100000000', '2', '100000000']",E75
52264,Received connection request /10.10.34.11:46476,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '11', '46476']",E59
52265,Received connection request /10.10.34.11:46477,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '11', '46477']",E59
52266,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
52267,"Connection broken for id 188978561024, my id = 3, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']",E28
52268,Received connection request /10.10.34.11:46479,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '11', '46479']",E59
52269,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
52270,"Connection broken for id 188978561024, my id = 3, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']",E28
52271,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
52272,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
52273,"Connection broken for id 188978561024, my id = 3, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']",E28
52274,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
52275,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
52276,Received connection request /10.10.34.11:46480,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '11', '46480']",E59
52277,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
52278,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
52279,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
52280,"Connection broken for id 188978561024, my id = 3, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']",E28
52281,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
52282,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
52283,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
52284,Received connection request /10.10.34.12:46895,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '12', '46895']",E59
52285,Received connection request /10.10.34.12:46896,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '12', '46896']",E59
52286,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
52287,Received connection request /10.10.34.12:46898,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '12', '46898']",E59
52288,"Connection broken for id 188978561024, my id = 3, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']",E28
52289,"Connection broken for id 188978561024, my id = 3, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']",E28
52290,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
52291,"Connection broken for id 188978561024, my id = 3, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']",E28
52292,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
52293,Received connection request /10.10.34.12:46903,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '12', '46903']",E59
52294,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
52295,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
52296,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
52297,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
52298,"Connection broken for id 188978561024, my id = 3, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']",E28
52299,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
52300,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
52301,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
52302,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
52303,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
52304,Received connection request /10.10.34.13:44165,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '13', '44165']",E59
52305,Received connection request /10.10.34.13:44167,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '13', '44167']",E59
52306,"Connection broken for id 188978561024, my id = 3, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']",E28
52307,Received connection request /10.10.34.13:44168,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '13', '44168']",E59
52308,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
52309,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
52310,"Connection broken for id 188978561024, my id = 3, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']",E28
52311,Received connection request /10.10.34.13:44169,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '13', '44169']",E59
52312,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
52313,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
52314,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
52315,"Connection broken for id 188978561024, my id = 3, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']",E28
52316,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
52317,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
52318,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
52319,"Connection broken for id 188978561024, my id = 3, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']",E28
52320,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
52321,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
52322,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
52323,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
52324,Received connection request /10.10.34.11:46484,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '11', '46484']",E59
52325,"Connection broken for id 188978561024, my id = 3, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']",E28
52326,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
52327,Received connection request /10.10.34.11:46487,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '11', '46487']",E59
52328,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
52329,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
52330,"Connection broken for id 188978561024, my id = 3, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']",E28
52331,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
52332,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
52333,Received connection request /10.10.34.11:46491,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '11', '46491']",E59
52334,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
52335,"Connection broken for id 188978561024, my id = 3, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']",E28
52336,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
52337,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
52338,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
52339,Received connection request /10.10.34.11:46494,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '11', '46494']",E59
52340,"Connection broken for id 188978561024, my id = 3, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']",E28
52341,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
52342,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
52343,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
52344,Received connection request /10.10.34.12:46905,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '12', '46905']",E59
52345,"Connection broken for id 188978561024, my id = 3, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']",E28
52346,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
52347,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
52348,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
52349,Received connection request /10.10.34.12:46908,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '12', '46908']",E59
52350,"Connection broken for id 188978561024, my id = 3, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']",E28
52351,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
52352,Received connection request /10.10.34.12:46912,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '12', '46912']",E59
52353,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
52354,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
52355,"Connection broken for id 188978561024, my id = 3, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']",E28
52356,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
52357,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
52358,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
52359,Received connection request /10.10.34.12:46916,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '12', '46916']",E59
52360,"Connection broken for id 188978561024, my id = 3, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']",E28
52361,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
52362,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
52363,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
52364,Received connection request /10.10.34.13:44177,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '13', '44177']",E59
52365,"Connection broken for id 188978561024, my id = 3, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']",E28
52366,Received connection request /10.10.34.13:44178,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '13', '44178']",E59
52367,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
52368,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
52369,"Connection broken for id 188978561024, my id = 3, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']",E28
52370,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
52371,Received connection request /10.10.34.13:44181,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '13', '44181']",E59
52372,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
52373,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
52374,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
52375,"Connection broken for id 188978561024, my id = 3, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']",E28
52376,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
52377,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
52378,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
52379,Received connection request /10.10.34.13:44186,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '13', '44186']",E59
52380,"Connection broken for id 188978561024, my id = 3, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']",E28
52381,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
52382,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
52383,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
52384,Received connection request /10.10.34.11:46497,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '11', '46497']",E59
52385,"Connection broken for id 188978561024, my id = 3, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']",E28
52386,Received connection request /10.10.34.11:46499,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '11', '46499']",E59
